project,message,level,rule_id,location,report_name
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 336 is not closed after the last access at line 336, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 336:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 338 is not closed after the last access at line 338, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 338:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 344 is not closed after the last access at line 344, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 344:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 347 is not closed after the last access at line 347, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 347:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 357 is not closed after the last access at line 357, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 357:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 364 is not closed after the last access at line 364, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 364:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 366 is not closed after the last access at line 366, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 366:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 378 is not closed after the last access at line 378, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 378:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 384 is not closed after the last access at line 384, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 384:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 387 is not closed after the last access at line 387, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 387:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 399 is not closed after the last access at line 399, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 399:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 405 is not closed after the last access at line 405, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 405:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 408 is not closed after the last access at line 408, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 408:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 420 is not closed after the last access at line 420, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 420:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 426 is not closed after the last access at line 426, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 426:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 429 is not closed after the last access at line 429, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 429:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 441 is not closed after the last access at line 441, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 441:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 447 is not closed after the last access at line 447, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 447:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 450 is not closed after the last access at line 450, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 450:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 461 is not closed after the last access at line 461, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 461:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 467 is not closed after the last access at line 467, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 467:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 470 is not closed after the last access at line 470, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 470:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 482 is not closed after the last access at line 482, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 482:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 488 is not closed after the last access at line 488, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 488:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 491 is not closed after the last access at line 491, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 491:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 503 is not closed after the last access at line 503, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 503:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 509 is not closed after the last access at line 509, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 509:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 512 is not closed after the last access at line 512, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 512:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 524 is not closed after the last access at line 524, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 524:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 530 is not closed after the last access at line 530, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 530:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 533 is not closed after the last access at line 533, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 533:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 543 is not closed after the last access at line 543, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 543:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 547 is not closed after the last access at line 547, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 547:17,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 554 is not closed after the last access at line 554, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 554:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 557 is not closed after the last access at line 557, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 557:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 569 is not closed after the last access at line 569, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 569:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 575 is not closed after the last access at line 575, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 575:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 578 is not closed after the last access at line 578, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 578:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 590 is not closed after the last access at line 590, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 590:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 592 is not closed after the last access at line 592, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 592:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 601 is not closed after the last access at line 601, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 601:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 602 is not closed after the last access at line 602, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 602:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 617 is not closed after the last access at line 617, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 617:17,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 629 is not closed after the last access at line 629, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 629:17,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 642 is not closed after the last access at line 642, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 642:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 648 is not closed after the last access at line 648, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 648:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 651 is not closed after the last access at line 651, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 651:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 663 is not closed after the last access at line 663, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 663:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 669 is not closed after the last access at line 669, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 669:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 672 is not closed after the last access at line 672, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 672:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 684 is not closed after the last access at line 684, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 684:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 692 is not closed after the last access at line 692, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 692:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 698 is not closed after the last access at line 698, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 698:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 700 is not closed after the last access at line 700, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 700:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 706 is not closed after the last access at line 706, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 706:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 708 is not closed after the last access at line 708, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 708:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 767 is not closed after the last access at line 767, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 767:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 774 is not closed after the last access at line 774, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 774:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 776 is not closed after the last access at line 776, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 776:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext.get_CurrentContext()` on line 938 is not closed after the last access at line 939, column 9.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestExecutionContextTests.cs 939:9,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 14 is not closed after the last access at line 14, column 58.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestNamingTests.cs 14:58,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ManualResetEventSlim(), indirectly via call to `NUnitTestAssemblyRunner(...)` on line 63 is not closed after the last access at line 63, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/TestSuiteCopyTests.cs 63:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 12 is not closed after the last access at line 12, column 37.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Internal/UniqueTestIdTests.cs 12:37,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor NUnit.Framework.Internal.Execution.CompositeWorkItem(), indirectly via call to `TestBuilder.CreateWorkItem(...)` on line 20 is not closed after the last access at line 22, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/SendMessageTests.cs 22:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestExecutionContext$IsolatedContext()` on line 152 is not closed after the last access at line 164, column 9.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/Syntax/ThrowsTests.cs 164:9,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 23 is not closed after the last access at line 23, column 9.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 23:9,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 32 is not closed after the last access at line 32, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 32:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 93 is not closed after the last access at line 93, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 93:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 111 is not closed after the last access at line 111, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 111:17,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 117 is not closed after the last access at line 117, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 117:17,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 123 is not closed after the last access at line 123, column 17.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 123:17,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 133 is not closed after the last access at line 133, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 133:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 139 is not closed after the last access at line 139, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 139:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 146 is not closed after the last access at line 146, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 146:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 157 is not closed after the last access at line 157, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 157:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 163 is not closed after the last access at line 163, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 163:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 169 is not closed after the last access at line 169, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 169:13,nunit.sarif
nunit.sarif,"Resource dynamically allocated by constructor System.Threading.ReaderWriterLockSlim(), indirectly via call to `TestContext.get_CurrentContext()` on line 185 is not closed after the last access at line 185, column 13.",error,PULSE_RESOURCE_LEAK,file:/home/msedlyarskiy/benchmark/projects/nunit/src/NUnitFramework/tests/TestContextTests.cs 185:13,nunit.sarif
